AHJID,AHJ,State
230490,PUD No 1 of Clallam County,WA
230491,Mountain Electric Coop (NC),NC
230492,Mountain Electric Coop (TN),TN
230493,Fort Loudoun Electric Coop,TN
230494,Jemez Mountains Elec Coop,NM
230495,Meade County Rural E C C,KY
230496,Caney Fork Electric Coop,TN
230497,Conway Corporation,AR
230498,Florida Keys El Coop Assn,FL
230499,Homer Electric Assn Inc,AK
230500,Surry-Yadkin Elec Member Corp,NC
230501,City of Hamilton (OH),OH
230502,PUD No 1 of Lewis County,WA
230503,City of Cleveland (TN),TN
230504,Haywood Electric Member Corp (GA),GA
230505,Haywood Electric Member Corp (NC),NC
230506,Haywood Electric Member Corp (SC),SC
230507,Fairfield Electric Coop,SC
230508,Powell Valley Electric Coop (VA),VA
230509,Powell Valley Electric Coop (TN),TN
230510,Southeastern Indiana R E M C,IN
230511,City of Key West (FL),FL
230512,City of Dothan (AL),AL
230513,Jackson Purchase Energy Corporation,KY
230514,Tallapoosa River Elec Coop Inc,AL
230515,Oregon Trail El Cons Coop,OR
230516,City of Clinton (TN),TN
230517,Northeastern Rural E M C,IN
230518,Mid-South Electric Coop Assn,TX
230519,Sand Mountain Electric Coop,AL
230520,West Florida El Coop Assn,FL
230521,Holston Electric Coop,TN
230522,City of Concord (NC),NC
230523,Lake Region Electric Cooperative (MN),MN
230524,Southwest Arkansas E C C (TX),TX
230525,Southwest Arkansas E C C (AR),AR
230526,Southwest Arkansas E C C (OK),OK
230527,Kit Carson Electric Coop,NM
230528,Anchorage Municipal Light and Power,AK
230529,Northcentral Mississippi E P A,MS
230530,Tipmont Rural Elec Member Corp,IN
230531,City of Bowling Green (KY),KY
230532,Clark Energy Coop Inc (KY),KY
230533,Citizens Electric Corporation (MO),MO
230534,Inter County Energy Coop Corp,KY
230535,City of St George,UT
230536,City of Alcoa Utilities,TN
230537,Linn County REC,IA
230538,Florida Public Utilities Co,FL
230539,Stearns Cooperative Elec Assn,MN
230540,City of Rocky Mount (NC),NC
230541,City of Holland,MI
230542,Licking Rural Electric Inc,OH
230543,City of Gastonia (NC),NC
230544,New Smyrna Beach City of,FL
230545,Southwest Mississippi E P A,MS
230546,Central Electric Coop (PA),PA
230547,Johnson County Rural E M C,IN
230548,Fort Pierce Utilities Authority,FL
230549,Farmers Rural Electric Coop Corp (KY),KY
230550,Jackson County Rural E M C (IN),IN
230551,PUD No 1 of Franklin County,WA
230552,City of Idaho Falls (ID),ID
230553,City of Owensboro (IN),IN
230554,City of Owensboro (KY),KY
230555,City of Cuyahoga Falls (OH),OH
230556,Craighead Electric Coop Corp,AR
230557,Taylor County Rural E C C,KY
230558,City of Elizabethton (TN),TN
230559,City of Lake Worth (FL),FL
230560,City of Ames (IA),IA
230561,Lake Region Electric Coop (OK),OK
230562,Yampa Valley Electric Assn Inc (CO),CO
230563,Decatur Utilities,AL
230564,Fleming-Mason Energy Coop Inc,KY
230565,Tri-County Electric Coop,MI
230566,City of Richland (WA),WA
230567,Suwannee Valley Elec Coop Inc,FL
230568,Southwestern Electric Coop Inc (IL),IL
230569,Columbia Power System,TN
230570,Cumberland Valley Electric (KY),KY
230571,Cumberland Valley Electric (TN),TN
230572,Clark County Rural E M C (IN),IN
230573,Canadian Valley Elec Coop,OK
230574,Southeastern IL Elec Coop,IL
230575,Peabody Municipal Light Plant,MA
230576,Eastern Iowa Light & Power Coop,IA
230577,Covington Electric Coop,AL
230578,Howell-Oregon Elec Coop,MO
230579,North East Mississippi EPA,MS
230580,Kootenai Electric Cooperative (WA),WA
230581,Kootenai Electric Cooperative (ID),ID
230582,City of Grand Island (NE),NE
230583,Tallahatchie Valley E P A,MS
230584,Delta Electric Power Assn,MS
230585,Harrison County Rural E M C,IN
230586,Town of Wallingford (CT),CT
230587,Mitchell Electric Member Corp,GA
230588,Claiborne Electric Coop,LA
230589,Wheatland Electric Coop (CO),CO
230590,Wheatland Electric Coop (KS),KS
230591,Black Warrior Elec Member Corp,AL
230592,Wiregrass Electric Coop,AL
230593,REA Energy Coop Inc,PA
230594,Continental Divide El Coop Inc,NM
230595,Platte-Clay Electric Coop,MO
230596,City of Homestead (FL),FL
230597,Three Rivers Electric Coop,MO
230598,Excelsior Electric Member Corp,GA
230599,Sioux Valley SW Elec Coop (MN),MN
230600,Sioux Valley SW Elec Coop (SD),SD
230601,Tri-County Elec Member Corp (NC),NC
230602,Lower Valley Energy Inc (ID),ID
230603,Lower Valley Energy Inc (WY),WY
230604,Black River Electric Coop (MO),MO
230605,Valley Rural Electric Coop Inc,PA
230606,Canoochee Electric Member Corp,GA
230607,City of Orangeburg (SC),SC
230608,Pee Dee Electric Member Corp,NC
230609,Central Electric Membership Corp. (NC),NC
230610,Tideland Electric Member Corp,NC
230611,City of Alexandria (LA),LA
230612,Broad River Electric Coop (NC),NC
230613,Broad River Electric Coop (SC),SC
230614,Lynches River Elec Coop,SC
230615,Leesburg Electric Utility,FL
230616,C & L Electric Coop Corp,AR
230617,Beltrami Electric Coop,MN
230618,Southern Pine Elec Coop,AL
230619,Dixie Electric Coop,AL
230620,Tri-County Elec Member Corp,GA
230621,City of LaFollette,TN
230622,Rusk County Electric Coop,TX
230623,Gulf Coast Electric Coop,FL
230624,City of New Bern (NC),NC
230625,Kiamichi Electric Coop,OK
230626,Valley Electric Assn (CA),CA
230627,Valley Electric Assn (NV),NV
230628,Polk-Burnett Electric Coop,WI
230629,City of Paducah (KY),KY
230630,Stillwater Utilities Authority,OK
230631,Tillamook Peoples Utility Dist,OR
230632,Freeborn-Mower Coop Services (IA),IA
230633,Freeborn-Mower Coop Services (MN),MN
230634,Grady Electric Membership Corp,GA
230635,Crawford Electric Coop,MO
230636,Choctaw Electric Coop Inc,OK
230637,Kankakee Valley Rural E M C,IN
230638,Nodak Electric Coop Inc,ND
230639,Cotton Electric Coop,OK
230640,Northern Lights (WA),WA
230641,Northern Lights (ID),ID
230642,Northern Lights (MT),MT
230643,Clarke-Washington E M C,AL
230644,Altamaha Electric Member Corp,GA
230645,City of Newport,TN
230646,Northwestern Rural E C A (PA),PA
230647,Maryville Utilities,TN
230648,South Louisiana Elec Coop Assn,LA
230649,Utilities Dist-Western IN REMC,IN
230650,Barron Electric Coop,WI
230651,City of Bentonville (AR),AR
230652,City of Lexington (TN),TN
230653,Tri-County Rural Elec Coop Inc,PA
230654,Petit Jean Electric Coop Corp,AR
230655,Jo-Carroll Energy Coop Inc,IL
230656,Southern Rivers Energy,GA
230657,City of Bay City (MI),MI
230658,City of Harrisonburg (VA),VA
230659,Navasota Valley Elec Coop,TX
230660,Norris Electric Coop,IL
230661,Cherokee Electric Coop,AL
230662,Panola-Harrison Elec Coop (LA),LA
230663,Claverack Rural Elec Coop Inc,PA
230664,City of Logan (UT),UT
230665,Webster Electric Coop,MO
230666,Yellowstone Valley Elec Co-op,MT
230667,People's Cooperative Services,MN
230668,Tri-County Electric Coop,SC
230669,New-Mac Electric Coop,MO
230670,Capital Electric Coop,ND
230671,PUD No 1 of Okanogan County,WA
230672,City of Lawrenceburg,TN
230673,City of Frankfort (KY),KY
230674,Mountain Parks Electric,CO
230675,Heartland REMC,IN
230676,Kosciusko County Rural E M C,IN
230677,Central Rural Electric Cooperative,OK
230678,Cedar Falls Utilities,IA
230679,United Electric Coop (PA),PA
230680,Midstate Electric Coop,OR
230681,Cookson Hills Elec Coop,OK
230682,Pickwick Electric Coop,TN
230683,City of Lexington (NC),NC
230684,Licking Valley Rural E C C,KY
230685,Riverland Energy Cooperative,WI
230686,Tri-County Electric Coop (FL),FL
230687,Chickasaw Electric Coop,TN
230688,Tennessee Valley Electric Coop,TN
230689,Weakley County Mun Elec Sys,TN
230690,Dixie Escalante R E A (AZ),AZ
230691,Central New Mexico El Coop,NM
230692,Rock Energy Cooperative (IL),IL
230693,Rock Energy Cooperative (WI),WI
230694,City of Richmond (IN),IN
230695,Heart of Texas Electric Coop,TX
230696,Tri-County Electric Coop,IL
230697,City of Fayetteville,TN
230698,Rayle Electric Membership Corp,GA
230699,City of Moorhead (MN),MN
230700,Manitowoc Public Utilities,WI
230701,Dawson Power District,NE
230702,Pioneer Rural Elec Coop (OH),OH
230703,Wise Electric Coop Inc,TX
230704,Karnes Electric Coop Inc,TX
230705,South Alabama Elec Coop,AL
230706,Caddo Electric Coop,OK
230707,Coastal Electric Member Corp,GA
230708,Village of Fairport (NY),NY
230709,Tri-State Electric Member Corp (GA),GA
230710,Tri-State Electric Member Corp (NC),NC
230711,Tri-State Electric Member Corp (TN),TN
230712,City of Paris (TN),TN
230713,Town of Apex(NC),NC
230714,Shelby Energy Co-op,KY
230715,Sheffield Utilities,AL
230716,Shakopee Public Utilities Comm,MN
230717,PUD No 2 of Pacific County,WA
230718,Coos-Curry Electric Coop,OR
230719,Planters Electric Member Corp,GA
230720,Pontotoc Electric Power Assn,MS
230721,Southern Public Power District,NE
230722,Osage Valley Elec Coop Assn,MO
230723,Loup River Public Power Dist,NE
230724,BENCO Electric Cooperative,MN
230725,Oakdale Electric Coop,WI
230726,Tri-County Electric Coop (IA),IA
230727,Tri-County Electric Coop (MN),MN
230728,Edisto Electric Coop,SC
230729,Greer Commission of Public Wks,SC
230730,Powder River Energy Corp (MT),MT
230731,Powder River Energy Corp (WY),WY
230732,Guernsey-Muskingum El Coop Inc,OH
230733,City of Marquette (MI),MI
230734,Alcorn County Elec Power Assn,MS
230735,Sumter Electric Member Corp,GA
230736,Washington Elec Member Corp,GA
230737,Lorain-Medina R E C,OH
230738,Marshall-De Kalb Electric Coop,AL
230739,West River Electric Assn Inc,SD
230740,Consolidated Electric Coop Inc,OH
230741,City of Murray (UT),UT
230742,Western Indiana Energy REMC,IN
230743,City of Gallatin (TN),TN
230744,Taylor Electric Coop Inc (TX),TX
230745,City of Westerville (OH),OH
230746,Pea River Electric Coop,AL
230747,PUD No 1 of Douglas County,WA
230748,Navarro County Elec Coop,TX
230749,Carroll-White REMC,IN
230750,RushShelby Energy,IN
230751,Town of Shrewsbury (MA),MA
230752,Alaska Electric Light&Power Co,AK
230753,Moon Lake Electric Assn Inc (CO),CO
230754,Moon Lake Electric Assn Inc (UT),UT
230755,Grayson Rural Electric Coop Corp,KY
230756,Southeastern Electric Coop Inc (SD),SD
230757,Prairie Land Electric Coop Inc,KS
230758,City of East Point (GA),GA
230759,Holmes-Wayne Electric Coop Inc,OH
230760,Coosa Valley Electric Coop Inc,AL
230761,Red River Valley Rrl Elec Assn,OK
230762,Verendrye Electric Coop Inc,ND
230763,City of Oak Ridge,TN
230764,Indian Electric Coop,OK
230765,Town of Middleborough (MA),MA
230766,City of Ponca City (OK),OK
230767,City of Cookeville (TN),TN
230768,Elmhurst Mutual Power & Light Co,WA
230769,Three Notch Elec Member Corp,GA
230770,Plateau Electric Cooperative,TN
230771,City of Griffin (GA),GA
230772,Alpena Power Co,MI
230773,Jackson Electric Coop (TX),TX
230774,Mille Lacs Energy Cooperative,MN
230775,West Central Electric Coop Inc (MO),MO
230776,Town of Braintree (MA),MA
230777,People's Electric Cooperative,OK
230778,Egyptian Electric Coop Assn,IL
230779,Bristol Virginia Utilities,VA
230780,Southeastern Electric Coop Inc (OK),OK
230781,Victory Electric Coop Assn Inc,KS
230782,City of St. Charles (IL),IL
230783,Wild Rice Electric Coop,MN
230784,City of Norwood (MA),MA
230785,City of Gillette (WY),WY
230786,City of Kaukauna,WI
230787,Cimarron Electric Coop,OK
230788,Fall River Rural Elec Coop Inc (ID),ID
230789,Fall River Rural Elec Coop Inc (MT),MT
230790,Fall River Rural Elec Coop Inc (WY),WY
230791,Scenic Rivers Energy Coop (IL),IL
230792,Scenic Rivers Energy Coop (WI),WI
230793,Runestone Electric Assn,MN
230794,North Alabama Electric Coop,AL
230795,Sun Prairie Utilities,WI
230796,Norris Public Power District,NE
230797,Orcas Power & Light Coop,WA
230798,Boone County Rural EMC,IN
230799,City of Thomasville (GA),GA
230800,Missoula Electric Coop (ID),ID
230801,Missoula Electric Coop (MT),MT
230802,City of Bowling Green (OH),OH
230803,Tri-County Electric Coop (CO),CO
230804,Tri-County Electric Coop (KS),KS
230805,Tri-County Electric Coop (NM),NM
230806,Tri-County Electric Coop (OK),OK
230807,Superior Water and Light Co,WI
230808,Dalton Utilities,GA
230809,City of Floresville,TX
230810,Dubois Rural Electric Coop Inc,IN
230811,Glades Electric Coop,FL
230812,City of Benton (AR),AR
230813,Arab Electric Coop Inc,AL
230814,Benton Rural Electric Assn,WA
230815,NineStar Connect,IN
230816,Fayette Electric Coop,TX
230817,Natchez Trace Elec Power Assn,MS
230818,City of Fremont (NE),NE
230819,Roanoke Electric Member Corp,NC
230820,Woodruff Electric Coop Corp,AR
230821,Somerset Rural Elec Coop,PA
230822,Easley Combined Utility System,SC
230823,Paulding-Putman Elec Coop (IN),IN
230824,Paulding-Putman Elec Coop (OH),OH
230825,Carroll County (TN),TN
230826,Parke County Rural E M C,IN
230827,Callaway Electric Cooperative,MO
230828,High Plains Power Inc,WY
230829,Newberry Electric Coop,SC
230830,Town of North Attleborough (MA),MA
230831,Wisconsin Rapids W W & L Comm,WI
230832,Big Sandy Rural Elec Coop Corp,KY
230833,Pioneer Electric Coop (AL),AL
230834,Wayne-White Counties Elec Coop,IL
230835,Little River Electric Coop Inc,SC
230836,BARC Electric Coop Inc,VA
230837,Concordia Electric Coop,LA
230838,Farmers Electric Coop (MO),MO
230839,City of Morristown (TN),TN
230840,Lane Electric Coop Inc,OR
230841,City of Grand Haven (MI),MI
230842,City of Niles (OH),OH
230843,City of Pulaski (TN),TN
230844,Whitewater Valley Rural EMC,IN
230845,City of Rockwood (TN),TN
230846,Albemarle Electric Member Corp,NC
230847,Paragould Light & Water Comm,AR
230848,Northeast Louisiana Power Coop Inc.,LA
230849,Wyandotte Municipal Serv Comm,MI
230850,Lamar County Elec Coop Assn,TX
230851,City of Marshfield (WI),WI
230852,City of Wadsworth (OH),OH
230853,Eastern Illinois Elec Coop,IL
230854,Watertown Municipal Utilities,SD
230855,City of Starkville,MS
230856,City of La Grange (GA),GA
230857,City of North Platte,NE
230858,Town of Danvers,MA
230859,Thumb Electric Coop of Mich,MI
230860,Umatilla Electric Coop Assn,OR
230861,Mountrail-Williams Elec Coop,ND
230862,City of Washington (NC),NC
230863,Terrebonne Parish Consol Gov't,LA
230864,Hancock-Wood Electric Coop Inc,OH
230865,City of Salem (VA),VA
230866,Hudson Light & Power (MA),MA
230867,Midland Power Coop,IA
230868,Athens Utility Board,TN
230869,Tishomingo County E P A,MS
230870,City of Hastings (NE),NE
230871,Sangre De Cristo Elec Assn Inc,CO
230872,Garkane Energy Coop (AZ),AZ
230873,Garkane Energy Coop (UT),UT
230874,Butler Rural Electric Coop Inc (IN),IN
230875,Butler Rural Electric Coop Inc (OH),OH
230876,Ocmulgee Electric Member Corp,GA
230877,City of Logansport (IN),IN
230878,Town of Wakefield (MA),MA
230879,Carroll Electric Coop (OH),OH
230880,Prentiss County Elec Pwr Assn,MS
230881,Southern Illinois Elec Coop,IL
230882,Bartholomew County Rural E M C,IN
230883,Dahlberg Light & Power Co,WI
230884,City of Tupelo (MS),MS
230885,SEMO Electric Cooperative,MO
230886,Little Ocmulgee El Member Corp,GA
230887,Irwin Electric Membership Corp,GA
230888,City of Statesville (NC),NC
230889,Mora-San Miguel Elec Coop,NM
230890,City of Owatonna (MN),MN
230891,City of Austin (MN),MN
230892,Roughrider Electric Cooperativ,ND
230893,Vernon Electric Coop,WI
230894,City of Anoka,MN
230895,Halifax Electric Member Corp,NC
230896,Eastern Maine Electric Coop,ME
230897,Coastal Electric Coop,SC
230898,Noble County R E M C,IN
230899,Clay County Electric Coop Corp (AR),AR
230900,Clay County Electric Coop Corp (MO),MO
230901,City of Painesville,OH
230902,Bartlett Electric Coop,TX
230903,City of West Memphis (AR),AR
230904,Midwest Electric,OH
230905,Oconee Electric Member Corp,GA
230906,Itasca-Mantrap Co-op Electrical Assn,MN
230907,Tippah Electric Power Assn,MS
230908,City of Claremore,OK
230909,Henderson City Utility Comm,KY
230910,City of Bartow (FL),FL
230911,Edgecombe-Martin County E M C,NC
230912,Spanish Fork City Corporation,UT
230913,Sac-Osage Electric Coop Inc,MO
230914,City of Ashland (OR),OR
230915,Borough of Butler (NJ),NJ
230916,Central Missouri Elec Coop Inc,MO
230917,Socorro Electric Coop,NM
230918,City of Opelika (AL),AL
230919,Prince George Electric Coop,VA
230920,City of Elizabeth City (NC),NC
230921,Eau Claire Electric Coop,WI
230922,Illinois Rural Electric Coop,IL
230923,City of Hopkinsville,KY
230924,Maquoketa Valley Rrl Elec Coop,IA
230925,Steele-Waseca Cooperative Electric,MN
230926,Springville City Power,UT
230927,City of Lumberton (NC),NC
230928,City of Garden City,KS
230929,Northern Plains Electric Coop,ND
230930,Northwestern Wisconsin Elec Co (MN),MN
230931,Northwestern Wisconsin Elec Co (WI),WI
230932,Heber Light & Power Company,UT
230933,United Electric Coop (MO),MO
230934,United Electric Coop (IA),IA
230935,Tahlequah Public Works Authority,OK
230936,Vera Irrigation District #15,WA
230937,Macon Electric Coop,MO
230938,Loudon Utilities Board,TN
230939,Village of Rockville Centre (NY),NY
230940,Farmers Electric Coop (NM),NM
230941,Board of Water Electric & Communications,IA
230942,City of Albemarle (NC),NC
230943,St Croix Electric Coop,WI
230944,East Mississippi Elec Pwr Assn,MS
230945,City of Covington (GA),GA
230946,City of Port Angeles (WA),WA
230947,City of Kinston (NC),NC
230948,Shelby Electric Coop,IL
230949,City of Piqua (OH),OH
230950,Clearwater Power Company (ID),ID
230951,Clearwater Power Company (OR),OR
230952,Clearwater Power Company (WA),WA
230953,Northwestern Electric Coop Inc (OK),OK
230954,City of Batavia (IL),IL
230955,Greenwood CPW,SC
230956,City of Greenfield (IN),IN
230957,Allamakee-Clayton El Coop,IA
230958,Twin County Electric Pwr Assn,MS
230959,Yazoo Valley Elec Power Assn,MS
230960,Borough of Chambersburg,PA
230961,City of Dyersburg,TN
230962,Alger-Delta Coop Electric Assn,MI
230963,City of Lawrenceville (GA),GA
230964,City of Columbus (OH),OH
230965,City of Camden,SC
230966,Henry County Rural E M C,IN
230967,Heartland Rural Elec Coop,KS
230968,City of Columbus (MS),MS
230969,City of Bessemer Utilities,AL
230970,Northern Wasco County PUD,OR
230971,Oconto Electric Cooperative,WI
230972,City of Elk River,MN
230973,City of Traverse City (MI),MI
230974,City of Harriman (TN),TN
230975,Crisp County Power Comm,GA
230976,Iowa Lakes Electric Coop,IA
230977,Community Electric Coop,VA
230978,Dunn County Electric Coop,WI
230979,Escambia River Elec Coop,FL
230980,Gunnison County Elec Assn.,CO
230981,City of Brookings (SD),SD
230982,Ravalli County Elec Coop,MT
230983,South Central Ark El Coop,AR
230984,M J M Electric Cooperative Inc,IL
230985,Menard Electric Coop,IL
230986,Steuben County Rural E M C,IN
230987,Monroe County Elec Power Assn,MS
230988,Rolling Hills Electric Coop,KS
230989,Douglas Electric Coop (OR),OR
230990,Clark Electric Coop (WI),WI
230991,Gascosage Electric Coop,MO
230992,City of Peru (IN),IN
230993,Bayfield Electric Coop (MI),MI
230994,Bayfield Electric Coop (WI),WI
230995,North West Rural Electric Coop,IA
230996,City of Chaska (MN),MN
230997,Bolivar Energy Authority,TN
230998,Union Rural Electric Coop,OH
230999,Price Electric Coop Inc,WI
231000,City of Holly Springs,MS
231001,Jump River Electric Coop Inc,WI
231002,Kaw Valley Electric Coop Inc,KS
231003,City of Kirkwood (MO),MO
231004,Tullahoma Board-Public Utils,TN
231005,Lea County Electric Coop (NM),NM
231006,City of Ruston (LA),LA
231007,City of Monroe (NC),NC
231008,City of Plattsburgh (NY),NY
231009,City of Forest Grove (OR),OR
231010,Ouachita Electric Coop Corp,AR
231011,Southern Indiana R E C,IN
231012,Access Energy Coop,IA
231013,Bedford Rural Elec Coop,PA
231014,City of Nixa (MO),MO
231015,Firelands Electric Coop,OH
231016,Coles-Moultrie Electric Coop,IL
231017,Big Country Electric Coop,TX
231018,City of Gallup (NM),NM
231019,Benton County,TN
231020,City of Dayton (TN),TN
231021,City of Centralia (WA),WA
231022,Adams Electric Coop,IL
231023,Jefferson Davis Elec Coop,LA
231024,Barry Electric Coop,MO
231025,North Central Elec Coop,OH
231026,San Luis Valley R E C,CO
231027,Rio Grande Electric Coop (NM),NM
231028,Rural Electric Coop,OK
231029,City of Shelbyville (TN),TN
231030,Modern Electric Water Company,WA
231031,Black Hills Electric Coop,SD
231032,Tombigbee Electric Coop,AL
231033,Forked Deer Electric Coop,TN
231034,Upson Elec Member Corp,GA
231035,City of Hope,AR
231036,Rich Mountain Elec Coop (AR),AR
231037,Rich Mountain Elec Coop (OK),OK
231038,Washington Electric Coop (OH),OH
231039,Town of Estes Park,CO
231040,"Crawfordsville Elec, Lgt & Pwr",IN
231041,Town of Massena (NY),NY
231042,City of Menasha (WI),WI
231043,Oconomowoc Utilities,WI
231044,Pointe Coupee Elec Member Corp,LA
231045,Vigilante Electric Coop (ID),ID
231046,Vigilante Electric Coop (MT),MT
231047,City of Geneva (IL),IL
231048,Meeker Coop Light & Power Assn,MN
231049,City of Lebanon (OH),OH
231050,Frontier Power Company,OH
231051,PUD No 1 of Pend Oreille County,WA
231052,City of Altus (OK),OK
231053,Willmar Municipal Utilities,MN
231054,Slash Pine Elec Member Corp,GA
231055,"Newnan Wtr, Sewer & Light Comm",GA
231056,Lakeview Light & Power,WA
231057,City of Alexandria (MN),MN
231058,City of New Albany (MS),MS
231059,Albertville Municipal Utilities Board,AL
231060,East-Central Iowa Rural Elec Coop,IA
231061,Alaska Village Elec Coop,AK
231062,Greenwood Utilities Comm,MS
231063,City of Poplar Bluff (MO),MO
231064,Los Alamos County,NM
231065,Todd-Wadena Electric Coop,MN
231066,City of Rolla (MO),MO
231067,Orange County Rural E M C,IN
231068,City of Stoughton (WI),WI
231069,Town of Erwin (TN),TN
231070,City of Lebanon (IN),IN
231071,Leavenworth-Jefferson E C,KS
231072,City of Frankfort (IN),IN
231073,Jasper County Rural E M C,IN
231074,City of Duncan (OK),OK
231075,Daviess Martin County R E M C,IN
231076,Decatur County Rural E M C,IN
231077,City of Sikeston (MO),MO
231078,Western Coop Electric Assn Inc,KS
231079,Jackson Electric Coop (WI),WI
231080,City of Natchitoches,LA
231081,Adams Rural Electric Coop,OH
231082,City of Gardner (KS),KS
231083,Central Wisconsin Elec Coop,WI
231084,Consolidated Electric Coop,MO
231085,Hibbing Public Utilities Comm,MN
231086,Pitt & Greene Elec Member Corp,NC
231087,Kandiyohi Power Coop,MN
231088,Mor-Gran-Sou Electric Coop Inc,ND
231089,DS&O Electric Cooperative,KS
231090,Monroe County Elec Coop,IL
231091,City of Sturgeon Bay (WI),WI
231092,City of McPherson (KS),KS
231093,Pierce-Pepin Coop Services,WI
231094,Cornhusker Public Power Dist,NE
231095,City of Sweetwater,TN
231096,City of Oxford (MS),MS
231097,City of Seneca (SC),SC
231098,Town of South Hadley (MA),MA
231099,High West Energy (CO),CO
231100,High West Energy (NE),NE
231101,High West Energy (WY),WY
231102,City of Seguin (TX),TX
231103,Mid-Ohio Energy Coop,OH
231104,City of South Haven (MI),MI
231105,City of Plymouth (WI),WI
231106,Coleman County Elec Coop,TX
231107,Madisonville Municipal Utils,KY
231108,City of College Park (GA),GA
231109,City of Springfield (TN),TN
231110,Chippewa Valley Electric Coop,WI
231111,City of Boulder City (NV),NV
231112,City of Celina (OH),OH
231113,Brigham City Corporation,UT
231114,City of Milan,TN
231115,City of Scottsboro,AL
231116,Northeast Nebraska P P D,NE
231117,Lagrange County Rural E M C,IN
231118,Cullman Power Board,AL
231119,Brainerd Public Utilities,MN
231120,Cape Hatteras Elec Member Corp,NC
231121,City of Martinsville (VA),VA
231122,Franklin Electric Coop (AL),AL
231123,City of Radford (VA),VA
231124,Butler Rural El Coop Assn (KS),KS
231125,City of Morganton (NC),NC
231126,Central Electric Coop (SD),SD
231127,City of Troy (AL),AL
231128,Town of Front Royal,VA
231129,City of Orrville (OH),OH
231130,City of Carthage (MO),MO
231131,Fort Payne Improvement Authority,AL
231132,Ketchikan Public Utilities,AK
231133,Craig-Botetourt Electric Coop (VA),VA
231134,Craig-Botetourt Electric Coop (WV),WV
231135,Lewis County Rural E C A,MO
231136,City of Washington (IN),IN
231137,City of Auburn (IN),IN
231138,City of Siloam Springs (AR),AR
231139,City of Siloam Springs (OK),OK
231140,McMinnville Electric System,TN
231141,McLeod Cooperative Power Assn,MN
231142,City of Murray (KY),KY
231143,City of Washington (UT),UT
231144,City of Pierre (SD),SD
231145,City of Muscle Shoals,AL
231146,Canby Utility,OR
231147,City of Shelby (NC),NC
231148,Rochelle Municipal Utilities,IL
231149,City of Jackson (MO),MO
231150,Hutchinson Utilities Comm,MN
231151,City of Nicholasville (KY),KY
231152,City of Farmington (MO),MO
231153,Marshall County Rural E M C,IN
231154,Nobles Cooperative Electric (IA),IA
231155,Nobles Cooperative Electric (MN),MN
231156,New Ulm Public Utilities Comm,MN
231157,Roseau Electric Coop,MN
231158,North Central Elec Coop (ND),ND
231159,City of Cody,WY
231160,Steuben Rural Elec Coop,NY
231161,City of Escanaba,MI
231162,City of Sturgis,MI
231163,Southwest Rural Elec Assn Inc (OK),OK
231164,Hartford Electric,WI
231165,City of Gaffney (SC),SC
231166,Moreau-Grand Electric Coop Inc,SD
231167,City of Bluffton (IN),IN
231168,Fergus Electric Coop,MT
231169,City of Niles (MI),MI
231170,Town of Wake Forest (NC),NC
231171,City of Winfield (KS),KS
231172,T I P Rural Electric Coop,IA
231173,City of Jasper (IN),IN
231174,Elkhorn Rural Public Pwr Dist,NE
231175,Grundy Electric Coop (IA),IA
231176,Grundy Electric Coop (MO),MO
231177,City of Cartersville (GA),GA
231178,City of Tuskegee,AL
231179,Flint Hills Rural E C A,KS
231180,City of Detroit Lakes (MN),MN
231181,Coahoma Electric Power Assn,MS
231182,City of Dover (OH),OH
231183,North Star Electric Coop,MN
231184,Grand Rapids Public Util Comm,MN
231185,Hawkeye Tri-County El Coop Inc,IA
231186,City of Hudson (OH),OH
231187,City of Highland,IL
231188,Kennebunk Light & Power Dist,ME
231189,Borough of Ephrata (PA),PA
231190,City of Lebanon (MO),MO
231191,City of Beatrice (NE),NE
231192,City of Acworth (GA),GA
231193,LaCreek Electric Assn (NE),NE
231194,LaCreek Electric Assn (SD),SD
231195,Glacier Electric Coop,MT
231196,City of Moultrie (GA),GA
231197,Town of Bedford (VA),VA
231198,City of Union (SC),SC
231199,Tri-County Electric Coop Assn,MO
231200,Consumers Energy,IA
231201,Federated Rural Electric Assn (IA),IA
231202,Federated Rural Electric Assn (MN),MN
231203,Payson City Corporation,UT
231204,City of North St Paul (MN),MN
231205,City of Brenham (TX),TX
231206,Coldwater Board of Public Util,MI
231207,Indianola Municipal Utilities,IA
231208,Pemiscot-Dunklin Elec Coop Inc,MO
231209,City of Fairhope (AL),AL
231210,Miami-Cass County Rural E M C,IN
231211,West Central Electric Coop Inc (SD),SD
231212,Southwest Iowa Rural Elec Coop,IA
231213,SE-MA-NO Electric Coop,MO
231214,Village of Rantoul (IL),IL
231215,Clarksdale Public Utilities,MS
231216,City of River Falls,WI
231217,City of Marshall (MN),MN
231218,Kiwash Electric Coop,OK
231219,Morgan City (LA),LA
231220,Beartooth Electric Coop (MT),MT
231221,Beartooth Electric Coop (WY),WY
231222,Lyon-Coffey Electric Coop,KS
231223,Sedgwick County El Coop Assn Inc,KS
231224,Bluestem Electric Coop Inc,KS
231225,Central Valley Elec Coop,NM
231226,Two Rivers Water & Light,WI
231227,Cooperative L&P Assn Lake County,MN
231228,City of Galion,OH
231229,Rural Electric Conven Coop,IL
231230,Dakota Valley Elec Coop Inc,ND
231231,Ralls County Electric Coop,MO
231232,City of Zeeland (MI),MI
